epoch,accuracy,learning_rate,loss,precision,recall,roc_auc,val_accuracy,val_loss,val_precision,val_recall,val_roc_auc
0,0.5098128914833069,9.999999747378752e-05,0.8104345798492432,0.41649049520492554,0.4301310181617737,0.47575604915618896,0.557823121547699,0.678451418876648,0.4419475793838501,0.5152838230133057,0.5815523862838745
1,0.5490643382072449,9.999999747378752e-05,0.7326471209526062,0.4677419364452362,0.5698689818382263,0.5639245510101318,0.6071428656578064,0.6200659275054932,0.4965517222881317,0.6288209557533264,0.688393235206604
2,0.5609310865402222,9.999999747378752e-05,0.6955887079238892,0.4796099364757538,0.5906113386154175,0.6086981296539307,0.6292517185211182,0.6048651337623596,0.5177993774414062,0.6986899375915527,0.711772084236145
3,0.5773619413375854,9.999999747378752e-05,0.6821450591087341,0.4953959584236145,0.5873362421989441,0.6290774345397949,0.6173469424247742,0.6225385665893555,0.5054054260253906,0.8165938854217529,0.721582293510437
4,0.5915107131004333,9.999999747378752e-05,0.6723760962486267,0.5093333125114441,0.625545859336853,0.6484296917915344,0.6139456033706665,0.6291389465332031,0.5026595592498779,0.8253275156021118,0.7277432680130005
5,0.6088544130325317,9.999999747378752e-06,0.7097280025482178,0.5404663681983948,0.4301310181617737,0.6216747760772705,0.6190476417541504,0.642510712146759,0.5067024230957031,0.8253275156021118,0.7298597693443298
6,0.6321314573287964,9.999999747378752e-06,0.636086642742157,0.5510203838348389,0.6484715938568115,0.6944562792778015,0.5969387888908386,0.7433798313140869,0.49065420031547546,0.9170305728912354,0.7323594093322754
